date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:11:25	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:24%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/5b1008af4f78aa48d1ccd9db7be905c9cd61e684.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/5b1008af4f78aa48d1ccd9db7be905c9cd61e684.mp4	(from https://benlordiase.com/index.html)
13:11:25	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:25%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2467bed2476782d67b2b94f3f0733dc4ace2ecbe.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2467bed2476782d67b2b94f3f0733dc4ace2ecbe.webm	(from https://benlordiase.com/index.html)
13:11:26	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:25%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/47d4408a43895b2e1ab0a401b1bda37bae723a94.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/47d4408a43895b2e1ab0a401b1bda37bae723a94.mp4	(from https://benlordiase.com/index.html)
13:11:26	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:26%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/615b22df6c77187d858a199f934d991df99ea428.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/615b22df6c77187d858a199f934d991df99ea428.webm	(from https://benlordiase.com/index.html)
13:11:27	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:27%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/33b513a76e49ec120c60aeece9be191415baf668.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/33b513a76e49ec120c60aeece9be191415baf668.mp4	(from https://benlordiase.com/index.html)
13:11:28	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:27%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2577a09afe988ea68903ae62228c24b0961cae5f.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2577a09afe988ea68903ae62228c24b0961cae5f.webm	(from https://benlordiase.com/index.html)
13:11:28	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:28%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/56c73616b5ca840696e649a83602eff7ceeef5a5.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/56c73616b5ca840696e649a83602eff7ceeef5a5.mp4	(from https://benlordiase.com/index.html)
13:11:29	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:29%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/616871cf48d527d65afcf4d149ba6cd98bb33cd0.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/616871cf48d527d65afcf4d149ba6cd98bb33cd0.webm	(from https://benlordiase.com/index.html)
13:11:30	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:29%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/8f85aed0f1b1f82890a60883e6ac81aa859c0a20.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/8f85aed0f1b1f82890a60883e6ac81aa859c0a20.mp4	(from https://benlordiase.com/index.html)
13:11:30	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:30%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/13390ebb2b276388a9b7551e98bdef4f2d479f62.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/13390ebb2b276388a9b7551e98bdef4f2d479f62.webm	(from https://benlordiase.com/index.html)
13:11:31	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:30%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/9b216878ac8d0cbafc20a8535cdf98297225256d.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/9b216878ac8d0cbafc20a8535cdf98297225256d.mp4	(from https://benlordiase.com/index.html)
13:11:31	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:31%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/33b3545100c2b7d25e2a5eb51ee45729bf07f551.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/33b3545100c2b7d25e2a5eb51ee45729bf07f551.webm	(from https://benlordiase.com/index.html)
13:11:32	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:31%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0e62496edc6b0019d1ed8a31760586d90c10c799.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0e62496edc6b0019d1ed8a31760586d90c10c799.mp4	(from https://benlordiase.com/index.html)
13:11:33	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:32%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c2d4163c33864301bfc6360600a18e01ef94f1a9.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c2d4163c33864301bfc6360600a18e01ef94f1a9.webm	(from https://benlordiase.com/index.html)
13:11:33	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:33%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/380ecb84fee71f4b8f5f22a29dc98fa73b917831.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/380ecb84fee71f4b8f5f22a29dc98fa73b917831.mp4	(from https://benlordiase.com/index.html)
13:11:34	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:33%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/ef9e9258b2cb966a1748ef70d71706c171856e14.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/ef9e9258b2cb966a1748ef70d71706c171856e14.webm	(from https://benlordiase.com/index.html)
13:11:35	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:34%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/ddf5be7e759f2c918ebce2b26b0b6344d1eee46a.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/ddf5be7e759f2c918ebce2b26b0b6344d1eee46a.mp4	(from https://benlordiase.com/index.html)
13:11:35	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:35%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/d08055b683799c5b9822a3da3ee1f875d7cc8b2d.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/d08055b683799c5b9822a3da3ee1f875d7cc8b2d.webm	(from https://benlordiase.com/index.html)
13:11:36	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:35%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/74f58521ae1d7925d27bcbdf45395a2274d11d7c.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/74f58521ae1d7925d27bcbdf45395a2274d11d7c.mp4	(from https://benlordiase.com/index.html)
13:11:37	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:36%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0f1866916249a4bf118507a135c7ba233f48e91a.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0f1866916249a4bf118507a135c7ba233f48e91a.webm	(from https://benlordiase.com/index.html)
13:11:37	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:37%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/52aae9cff00357478ed779b9297c998e21d7b15a.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/52aae9cff00357478ed779b9297c998e21d7b15a.mp4	(from https://benlordiase.com/index.html)
13:11:38	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:37%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4242b62c19755142811dac315709686ede07ce86.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4242b62c19755142811dac315709686ede07ce86.webm	(from https://benlordiase.com/index.html)
13:11:38	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:38%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4e00fe3afa259766cddf84cebba7a0f2fd9356b7.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4e00fe3afa259766cddf84cebba7a0f2fd9356b7.mp4	(from https://benlordiase.com/index.html)
13:11:39	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:39%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2631a22799122c0ba4fa54c89634f22748cafe3d.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/2631a22799122c0ba4fa54c89634f22748cafe3d.webm	(from https://benlordiase.com/index.html)
13:11:40	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:39%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/65965f43c4e93378359aea1ac63ac4a28197a254.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/65965f43c4e93378359aea1ac63ac4a28197a254.mp4	(from https://benlordiase.com/index.html)
13:11:40	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:40%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/f967cddf0a6a638692f2a7dc328efe3eade8038f.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/f967cddf0a6a638692f2a7dc328efe3eade8038f.webm	(from https://benlordiase.com/index.html)
13:11:41	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:40%20GMT	https://benlordiase.com/support	C:/My%20Web%20Sites/phantom/benlordiase.com/support	(from https://benlordiase.com/index.html)
